"","regspp","region","spp","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
"433","DFO_ScotianShelf_HEMITRIPTERUS AMERICANUS","DFO_ScotianShelf","HEMITRIPTERUS AMERICANUS",NA,NA,NA,NA,NA,NA,NA,-64.004468633067,-63.6949560249251,-63.8665562168397,-61.4278993088229,-63.2793180576131,-63.6655853324071,-64.3557816060694,-62.857971148866,-63.9579382135048,-65.0621330523165,-63.5848494045916,-65.0726227650708,-63.8335119076128,-64.7089585726257,-64.5657861074847,-63.0391466403651,-64.2593065440407,-64.8611252418854,-64.2256285728496,-65.1253218966984,-64.2312345143793,-64.1585598356912,-64.8405312814729,-64.6672701291965,-64.4514977916267,-64.4496182985164,-65.0159862367762,-64.9870693505398,-63.784179965327,-61.6960114226811,-63.4877995475132,-61.933157048006,-65.4690867109133,-63.6180292484173,-63.972943595731,-63.0775093063276,-64.3054635791235,-62.2815900032885,-63.5403920078074,-63.5206888546644,-64.3316161588571,-62.632356099833
"434","DFO_ScotianShelf_HIPPOGLOSSOIDES PLATESSOIDES","DFO_ScotianShelf","HIPPOGLOSSOIDES PLATESSOIDES",NA,NA,NA,NA,NA,NA,NA,-60.2176841129882,-59.7531117352847,-59.7859371195757,-60.4007606618977,-60.0566195131185,-60.0934754322045,-59.3726323421774,-59.8618933986728,-60.2724809088965,-59.6808224427244,-59.4215449606217,-59.56623862627,-59.80702841251,-59.7788393660208,-60.1278566937878,-59.4768317139612,-60.0076210972185,-59.9686668154141,-60.3045955477055,-59.4567850956556,-59.6644476335199,-59.8040607919917,-60.0306860648127,-59.8750163206137,-60.8400400253315,-60.1422845728702,-60.1255382010963,-60.0692680245647,-60.1375316061024,-59.8020751347414,-59.990671803404,-60.1042571191197,-60.2885335037622,-59.7938593858052,-59.269232609606,-59.9502344643486,-59.1853723056354,-59.6592769684543,-59.8389122169623,-59.8186479982629,-59.8583915027149,-59.7803316065897
"435","DFO_ScotianShelf_HIPPOGLOSSUS HIPPOGLOSSUS","DFO_ScotianShelf","HIPPOGLOSSUS HIPPOGLOSSUS",NA,NA,NA,NA,NA,NA,NA,-64.0973209075227,-62.2215605560722,-62.9349518231552,-61.0944179309931,-62.8795682771579,-62.4092815704487,-61.9476746947305,-63.6774371262213,-62.3390958770451,-62.1481950779397,-62.1472501730977,-62.3579809841041,-63.0159736955164,-62.5911931816919,-63.1412246579807,-62.2314253317632,-62.9592950848028,-61.242689612518,-65.0474341360899,-61.5425965975394,-62.1569357933838,-61.404700633336,-62.3765047779566,-61.8018333856373,-62.1537679143201,-60.7881595107699,-61.7728179204668,-63.0670634426066,-63.6018750749727,-61.8823752461798,-63.7050983007782,-63.1725206327872,-62.7617909327884,-62.7090702346369,-62.6992257012022,-61.3961435342319,-61.7975680954942,-63.0032904006867,-62.7457946528159,-62.131425947625,-62.6546681010639,-63.1761040997748
"436","DFO_ScotianShelf_ILLEX ILLECEBROSUS","DFO_ScotianShelf","ILLEX ILLECEBROSUS",NA,NA,NA,NA,NA,NA,NA,-63.0106712816934,-62.9147030225898,-62.2429911172732,-63.0270121783794,-63.0830681169822,-61.9579035925353,-63.0064744802291,-61.1609250214634,-61.0945974450767,-60.4530813456247,-62.5539654207236,-61.6968645346123,-65.2466813232917,-62.3902985498332,-62.9331309459589,-62.7443792417881,-61.8900371569802,-64.0828816553991,-62.5801658141881,-63.1747837240656,-62.5211988083479,-62.7335172220636,-63.7243042648545,-63.5645992249388,-64.1525956072191,-63.1116499829488,-62.0006197641732,-63.3168742165991,-63.3428782470315,-63.1875211077722,-64.2209818570067,-63.1249473438557,-62.7226999329784,-64.4272271342392,-62.5626514421348,-63.4850810056986,-62.4833460924875,-61.9233744996735,-63.2779633195806,-63.4618613667754,-63.3695331712802,-62.5920820861303
"437","DFO_ScotianShelf_LEUCORAJA OCELLATA","DFO_ScotianShelf","LEUCORAJA OCELLATA",NA,NA,NA,NA,NA,NA,NA,-59.880959495432,-60.1491936819313,-59.6211374897909,-60.813829154246,-60.2533365638569,-59.4373602796932,-59.2162683096269,-58.8685227171115,-62.2085953858109,-61.196034237006,-60.7325580378733,-59.8156423637529,-59.2208790607694,-60.7467191480449,-60.971958210375,-60.3569165233388,-60.6479665542662,-61.0914079849697,-59.4696771559399,-62.9648644447485,-61.7721892683684,-60.2087415716485,-59.4231919988291,-61.8419674903404,-62.2969140220567,-62.3968553468979,-61.6770515583769,-60.9260028812994,-62.9870695041031,-59.0803293861132,-60.2543369507294,-63.3632066404289,-63.2267810038258,-61.528359380129,-62.0633561958859,-63.6013029733691,-63.1149415800867,-62.1546986561692,-64.2801013514924,-62.7658808341378,-64.1023924566647,-63.5682853477597
"438","DFO_ScotianShelf_LIMANDA FERRUGINEA","DFO_ScotianShelf","LIMANDA FERRUGINEA",NA,NA,NA,NA,NA,NA,NA,-59.6018925958049,-59.6587948044927,-59.4562738149662,-59.4706566624879,-59.7441387144074,-59.2787484336613,-60.1872251208162,-58.6850676235105,-59.8107418840779,-60.0686374307871,-59.8814162841344,-59.8824002631987,-59.6973547927257,-59.4569577785989,-59.8616973245018,-59.5429997843153,-60.2764601189976,-60.2829395476022,-60.2891914943692,-60.0060104521654,-60.3613066938053,-60.4814920734331,-60.2914730796889,-60.6941299347482,-61.0277385144916,-59.4305890498423,-60.7266726223716,-58.8661309814915,-59.8274544304221,-58.8413821556131,-60.247615451935,-60.49678841881,-60.3955338702674,-60.7003136943588,-59.1568371565745,-59.8401787930515,-58.6937467702808,-59.4142460303327,-58.9646129353851,-59.1851371724614,-59.5907303969366,-59.5297684124168
"439","DFO_ScotianShelf_LOPHIUS AMERICANUS","DFO_ScotianShelf","LOPHIUS AMERICANUS",NA,NA,NA,NA,NA,NA,NA,-64.0144554686486,-62.7770327478685,-62.7285963479337,-62.1642326408504,-62.3486910259405,-63.9860678179648,-62.6469577143765,-63.6019507810418,-62.3611564875644,-63.159239655951,-62.3857928043903,-62.7651316539374,-62.7227415306002,-63.5616778940356,-62.6331219918239,-61.6711632785608,-62.6346978300759,-63.0060372610986,-62.4943487021237,-63.0788570117723,-61.7618856667345,-62.8023623614967,-63.8118315495374,-64.6281393215785,-64.049470775916,-64.2305119019307,-63.5169300451287,-63.4146711832617,-63.6898714166208,-63.3819283031888,-63.8304305442187,-63.920399879895,-63.4898999775244,-64.4327046442313,-63.5621366506172,-63.5998782831213,-63.3004115376904,-63.0828181890827,-63.3209309201451,-63.7468327601202,-62.6106796248451,-63.6473259243964
"440","DFO_ScotianShelf_MACROZOARCES AMERICANUS","DFO_ScotianShelf","MACROZOARCES AMERICANUS",NA,NA,NA,NA,NA,NA,NA,-62.6306030592594,-64.2755966392824,-63.5522940997919,-62.9597347278354,-63.9399049718081,-63.7926242716385,-62.7611733135192,-63.5318877767535,-63.2121170545973,-64.5679203786491,-63.2794446717263,-64.1899116972024,-64.188480658527,-63.9316566108478,-62.2805656902614,-65.3360510327273,-65.0883860866217,-63.5849978026341,-63.4987307859935,-63.5109692722012,-64.6759613279624,-65.5458129982691,-65.9031140295451,-65.7579054955523,-65.8847523349826,-66.103592155312,-65.9742050320218,-65.5061181785876,-65.7923442315432,-63.6417550016717,-65.5502770726403,-64.679538965728,-66.1880896164209,-65.198020613034,-64.4340691193894,-65.8558452524843,-65.5057772906877,-65.9169110426773,-65.9052843026514,-65.6693901637656,-65.044806875593,-64.4776416128974
"441","DFO_ScotianShelf_MALACORAJA SENTA","DFO_ScotianShelf","MALACORAJA SENTA",NA,NA,NA,NA,NA,NA,NA,-62.8928706158831,-61.0564954993532,-62.6516476447206,-61.8018774032585,-63.2715579344143,-63.9153519842459,-63.7357719864852,-62.6953148236629,-62.1481657771712,-63.7137500633066,-61.7673627980914,-64.2202148839082,-62.1542015669706,-61.9388424099897,-64.791080728683,-64.1779643009026,-62.8611251476562,-62.0310482488897,-62.0282732026202,-60.8030877246962,-63.2600039243751,-61.4255736334374,-61.9832908414157,-60.3600868206198,-63.9406225821355,-60.7953678267902,-62.7394595518675,-62.3831086508754,-62.2387343453327,-65.0359986634673,-64.5021410745533,-64.5652094109244,-62.4271144938723,-62.0707975372176,-65.5132511101045,-63.9736250383584,-66.1324255492746,-62.6207032917096,-63.7782387151308,-64.1104971801093,-65.2604717005083,-64.9531225079704
"442","DFO_ScotianShelf_MELANOGRAMMUS AEGLEFINUS","DFO_ScotianShelf","MELANOGRAMMUS AEGLEFINUS",NA,NA,NA,NA,NA,NA,NA,-63.8424046280236,-64.4846580020026,-64.2069646277477,-64.9579196903405,-64.8738347987599,-64.1038064662738,-64.4874133455352,-64.3449034520246,-63.3207309334665,-63.7344377296389,-63.3773725945784,-63.8938878004524,-63.490210683701,-62.0410512342546,-62.587939600361,-62.8628288397096,-62.4033511328723,-62.2193909872969,-61.7216396385095,-62.5631680888628,-62.9164002474474,-62.7640289450794,-63.1142186120384,-62.2081476536983,-62.9843246264234,-63.9647654879752,-64.273438136295,-63.7510580037048,-63.263892286909,-62.8916380799797,-63.2153019646035,-63.6266424775503,-63.1176884549665,-63.5692449553767,-62.9796741797308,-63.8566830316966,-62.5487189308881,-62.9387668439713,-63.3394106781529,-61.7888870653036,-63.3643130329405,-63.8020643000523
"443","DFO_ScotianShelf_MERLUCCIUS BILINEARIS","DFO_ScotianShelf","MERLUCCIUS BILINEARIS",NA,NA,NA,NA,NA,NA,NA,-62.4340361940469,-63.7181239800482,-62.0698293178125,-64.2466559347291,-63.2668205550006,-64.0123767070124,-63.2871384735728,-63.4758023870292,-62.3354537277738,-63.2520981379078,-62.2194305246018,-61.5132807614267,-64.4113192769108,-62.6955142936015,-62.5007001290564,-61.8315637732578,-63.1446425040963,-62.6411886489307,-62.4397950709384,-63.4183108829283,-62.8380146291528,-62.7459443515846,-63.6320747887837,-62.4628868418899,-63.4157660310776,-62.1552370127277,-61.9056457949847,-62.6471110361751,-62.8287412615382,-62.9584635294377,-64.1977036098687,-64.32947468513,-63.3627713732415,-63.5958039070915,-62.1766435094392,-62.2986118224313,-62.4908517755548,-63.2949250883236,-63.3465816470032,-62.0153776476579,-64.9596217811963,-62.0586764791792
"444","DFO_ScotianShelf_MYOXOCEPHALUS OCTODECEMSPINOSUS","DFO_ScotianShelf","MYOXOCEPHALUS OCTODECEMSPINOSUS",NA,NA,NA,NA,NA,NA,NA,-61.3106413523686,-60.5593088969132,-61.1579948268765,-60.9298376756267,-62.0012734004728,-61.7783739167269,-60.8049718234525,-60.7045230471021,-59.7760735184773,-60.7646619645468,-61.8703433380651,-62.34956854103,-63.0757586245281,-62.830856836659,-61.3392735305019,-63.8711795394038,-63.0928670069286,-61.994257349708,-62.5327449440291,-62.2045152682786,-61.6923384228414,-63.2678284754159,-61.3855631885242,-64.2303086292469,-62.0687143501335,-63.4707795923285,-64.0075990768047,-60.2137202384389,-61.8816999195184,-61.1080446245857,-63.9716542207368,-63.7117013558667,-63.2684368597324,-63.3941584591572,-62.1535193500434,-60.6710022607738,-63.1861914907459,-62.2260694224964,-63.7792094255552,-64.1152204064644,-61.9191550449163,-63.6562659092751
"445","DFO_ScotianShelf_NEZUMIA BAIRDII","DFO_ScotianShelf","NEZUMIA BAIRDII",NA,NA,NA,NA,NA,NA,NA,-59.5775774508397,-58.9557655093078,-59.9009464690138,-58.6879935865326,-62.1794921322411,-63.3712553101917,-58.8991944383661,-59.2870786516854,-58.6896133856821,-58.8276944478715,-59.3191419458354,-59.2870786516854,-57.8461021505376,-65.8815554571319,-59.2126343901897,-60.4065362918603,-58.6228174775008,-58.8712406863326,-58.6399015939384,-59.395310445598,-60.9722606309716,-64.1696666666667,-58.73951658172,-58.6780142004058,-59.1833333333333,-59.1506715044235,-58.3231250524052,-59.0331606815705,-61.1155504212315,-62.5372483141717,-61.7609181520933,-62.8732478971264,-64.0517354310437,-61.8599639479026,-62.7710588109533,-59.0956023147064,-63.1741174141717,-61.9654690209153,-62.1056927200486,-59.875230631491,-62.3542005790351,-59.3014033866242
"446","DFO_ScotianShelf_POLLACHIUS VIRENS","DFO_ScotianShelf","POLLACHIUS VIRENS",NA,NA,NA,NA,NA,NA,NA,-65.4533472831963,-63.9223687381493,-66.5746872307628,-65.7419874803888,-63.879145175827,-63.7392643872852,-64.8379057321318,-66.2104752327523,-63.9388846049639,-66.0141506731164,-63.669052940516,-64.9921202789436,-65.0223988729003,-63.4883037778253,-63.296206636434,-63.9615882740654,-64.2542128854794,-63.3224057496047,-65.5845569313859,-64.3810581790796,-64.6006819050047,-64.775623406897,-64.3795239006897,-63.8339973028224,-64.5068818125,-63.3270183127549,-66.3599826121595,-64.3825989440722,-64.9080731433003,-64.3962266792179,-64.4801588551915,-64.6728234632873,-64.6538211700696,-66.013840695781,-66.6013843065867,-65.1759538809624,-66.9730053356705,-63.9071133874502,-65.6058114295138,-65.9355823601585,-64.5643936709918,-64.347593812095
"447","DFO_ScotianShelf_PSEUDOPLEURONECTES AMERICANUS","DFO_ScotianShelf","PSEUDOPLEURONECTES AMERICANUS",NA,NA,NA,NA,NA,NA,NA,-63.0370416174401,-61.8304822325059,-60.840505819432,-62.0627905048361,-63.2052273805528,-63.4799250731386,-64.7065462130664,-65.2566879975498,-65.0669262633331,-65.9547986420834,-65.033794974371,-65.3466916009445,-65.2660610363264,-65.4531009143718,-64.1371534942093,-62.811123381372,-64.8806933417349,-64.6371266719991,-65.2050588089602,-65.0586339822923,-64.6674045532101,-64.0937831280191,-65.2968522617962,-63.5250496037359,-64.8317966789605,-64.9871207198644,-65.0103527042786,-65.2743332700088,-62.6620897198832,-65.0937451905751,-64.7035681627359,-65.1315784271311,-65.6591344527601,-65.7316853488051,-65.7954681322164,-65.5072498578627,-65.5810126986058,-66.0048104426351,-65.7189762799618,-65.6454673393371,-65.5193624514035,-65.1418068461833
"448","DFO_ScotianShelf_SCOMBER SCOMBRUS","DFO_ScotianShelf","SCOMBER SCOMBRUS",NA,NA,NA,NA,NA,NA,NA,-62.0753218619938,-62.0069923371648,-61.8980086027424,-62.4769056725177,-61.7751815117341,-63.4103148055149,-61.7837178261377,-62.8117694349903,-61.0487823644619,-60.2854714602443,-62.4633657308225,-59.9088348493689,-61.076681981453,-61.849309312329,-62.3392301499423,-62.0153468574719,-62.3970016904425,-62.1496218099955,-62.3069374301279,-62.2965486865649,-61.7106546111181,-62.7476061466313,-62.1296085552066,-63.3620078629209,-63.6241719051859,-62.5134615711095,-61.2109045053362,-62.4507097676044,-63.534223332812,-64.92029511404,-61.1214530723364,-61.6812777443522,-61.9115607358476,-63.2117321494297,-63.4684663321974,-65.867098973629,-60.5271421658661,-65.7071054444462,-59.5566317626527,-63.3547082014718,-65.9651607220192,-65.416072153385
"449","DFO_ScotianShelf_SEBASTES SP.","DFO_ScotianShelf","SEBASTES SP.",NA,NA,NA,NA,NA,NA,NA,-60.9061480671393,-61.6594376894889,-63.9676469804875,-63.1412996261261,-62.0035416472944,-63.0490289092599,-61.5017378665253,-62.2391427582293,-62.0110302038514,-62.0674557555525,-60.9032490737767,-62.8946488086035,-61.2001566132711,-63.318563045097,-63.0558218246449,-60.0392478663123,-62.8747317677302,-62.1090387538344,-61.1113073431998,-59.6403490105503,-62.0492587809573,-59.9730384991263,-62.5236166161572,-62.8909101566767,-63.4333415696122,-62.1518352818696,-61.5983508177746,-63.527911196718,-61.6896530095725,-63.4039997637418,-64.5478914953395,-63.8535501703715,-63.1739525316622,-63.2414901066092,-62.7255101752612,-64.6715284739346,-64.2147625309364,-63.8640986686198,-64.5448185356146,-63.7240446880153,-61.3553223288317,-62.8091686475475
"450","DFO_ScotianShelf_SQUALUS ACANTHIAS","DFO_ScotianShelf","SQUALUS ACANTHIAS",NA,NA,NA,NA,NA,NA,NA,-66.3595442663603,-65.9335023166582,-66.1737645005216,-66.8785673441646,-66.9614387173994,-66.6962406575169,-66.654452759009,-65.870165773901,-64.7207874763614,-66.2106616482226,-65.8184259753655,-65.7778076491747,-66.2352063513297,-65.7378876700751,-65.8740179412377,-64.4056589032613,-65.5234906022167,-65.7881055851079,-66.1786770519447,-66.1341227971904,-66.5772953511993,-66.0631625397687,-65.7059804083784,-65.1775189464472,-66.097276386732,-65.9468440225931,-67.1903769333425,-65.0194654323539,-66.2967411206048,-65.5578891621617,-66.7070203479492,-65.9281188111005,-65.7714133296795,-64.8068227339524,-66.0552448739051,-66.737098491789,-66.3398726579445,-65.122851456634,-66.7648871892805,-66.7851887112035,-66.7672284879017,-66.7604279288389
"451","DFO_ScotianShelf_UROPHYCIS CHESTERI","DFO_ScotianShelf","UROPHYCIS CHESTERI",NA,NA,NA,NA,NA,NA,NA,-58.6825648406403,-59.2363654467357,-59.8115469975895,-59.4055966233395,-60.2733647932636,-61.1176622489405,-59.1460859836485,-58.8923897356244,-62.0303080744769,-61.5826850222371,-60.1811511123636,-59.1270984179464,-61.8587045127745,-61.1505944037087,-60.414012481023,-60.6383152393941,-61.8008906451968,-60.4362214108912,-60.9519431540552,-61.5853526265893,-61.4992876499667,-62.8748009580101,-59.6172465980341,-58.3099897124315,-59.9980405147821,-61.2279722913216,-59.9525621634957,-59.2564965548018,-59.5010597912156,-60.5017126174955,-60.5397166994973,-64.897293935728,-61.1976232111152,-60.2196675634208,-60.5380045428506,-59.4558606448782,-59.3789160146782,-60.1924915678497,-61.255482247684,-60.002826052904,-61.8681235971541,-59.3157544790664
"452","DFO_ScotianShelf_UROPHYCIS TENUIS","DFO_ScotianShelf","UROPHYCIS TENUIS",NA,NA,NA,NA,NA,NA,NA,-65.8514520787781,-64.0258616280816,-64.1125023946842,-65.0030221797547,-63.197096081146,-66.0754282733541,-63.3928644394423,-63.9221533225122,-64.1771099587874,-64.6080354439488,-63.8216017426191,-62.7124059072363,-63.075867834009,-64.7056235017812,-62.9136509972636,-62.0586461676841,-63.637658324381,-64.9309054597056,-63.7467479843962,-63.6504048739791,-65.4631749928063,-65.565968575811,-66.1382494972183,-64.5651617881374,-64.5064458535498,-65.0161308335159,-65.6909368763666,-62.6426557910909,-64.0905848782905,-64.7840995243134,-64.3330883818439,-64.8773849068265,-65.035205056259,-63.6179068528467,-63.2426453730536,-64.8897510625046,-63.2344900753388,-63.734425001494,-65.3559037548478,-65.3138185144936,-64.844625018285,-64.4832545421347
"453","DFO_SoGulf_ALOSA PSEUDOHARENGUS","DFO_SoGulf","ALOSA PSEUDOHARENGUS",NA,NA,NA,NA,NA,NA,NA,NA,-64.4491174958723,-63.8424068805925,-63.2936615372137,-62.1002625862063,-62.9070421825542,-64.0781531736069,-63.9282341751929,NA,-63.7300011805958,-63.7406949902453,-64.2017022442937,-62.657990966165,-63.6068133950023,-63.2012971717516,-64.1446233320033,-62.281405732531,-64.4259803147688,-64.262573110304,-64.053261635962,-62.4691551955874,-63.7267267087947,-62.6154907919458,-64.1075299369995,-63.0904906071424,-63.393760373116,-62.1395554642881,-62.3619835499991,-62.7739910833699,-62.9556618053766,-62.0104057397313,-61.9417818867846,-63.9840571497234,NA,-62.695503975106,-63.4117884715017,-63.263873506985,-63.7766928535459,-63.7618922716858,-63.9542443751861,NA,NA
"454","DFO_SoGulf_AMBLYRAJA RADIATA","DFO_SoGulf","AMBLYRAJA RADIATA",NA,NA,NA,NA,NA,NA,NA,NA,-61.9980040032492,-62.481672325983,-62.7372834270669,-62.7418067386987,-62.4962461891018,-62.5781881442416,-62.3122389928223,NA,-62.8394948360694,-63.0289645435889,-62.7672438242639,-63.0862172006685,-62.6509578123636,-62.1558218660251,-62.5848662510044,-62.4502470572208,-62.6969579200704,-62.7867783973985,-62.4875855192814,-62.7752150334787,-62.5517854035602,-62.1468875783814,-62.0597225760467,-62.2531963181163,-62.0261741254097,-61.813225984949,-61.7985078298486,-62.2148491735003,-61.5071025546264,-62.0509099675788,-61.6603246002735,-61.786927205999,NA,-61.7003140655723,-61.9232964670974,-61.8194326154342,-61.9442185472281,-62.2354077670413,-62.4825256112097,NA,NA
"455","DFO_SoGulf_CLUPEA HARENGUS","DFO_SoGulf","CLUPEA HARENGUS",NA,NA,NA,NA,NA,NA,NA,NA,-63.631367287436,-64.3925312295585,-62.7296949671022,-64.3165005090792,-64.1302792435944,-63.4278573797628,-63.3682388198386,NA,-63.1665435063418,-64.1391380982798,-63.8509072993382,-63.3840551449816,-64.444439751728,-63.4548322884493,-63.2682423068009,-63.2128910758807,-63.3081170152657,-63.4275575297604,-63.0800497086629,-63.0147360139882,-62.5558317341533,-62.538273081065,-62.43281920265,-62.945277052366,-62.6324620716827,-62.7767374180142,-62.1825231012907,-62.5816714532956,-62.1341582728441,-62.630625059425,-63.4563776560295,-62.7099703288572,NA,-62.0936270749808,-63.2760358737912,-61.9718530465624,-62.1225027994579,-62.5197389747191,-61.7259920949081,NA,NA
"456","DFO_SoGulf_GADUS MORHUA","DFO_SoGulf","GADUS MORHUA",NA,NA,NA,NA,NA,NA,NA,NA,-63.6073727911988,-63.4646205292139,-63.6925614909324,-63.6343827028358,-63.303852165469,-63.5895289135857,-63.2688320129552,NA,-63.3310207900816,-63.1470404109807,-63.1943656320251,-63.0223429784947,-63.1851056134331,-62.8995222945406,-63.109402311136,-62.9508333898727,-62.9629595837689,-63.0608887396046,-63.0628227297419,-63.0881907089379,-62.9247228122011,-63.0726214054797,-62.8554643855674,-62.7654639702226,-62.9734848988526,-62.5590941284007,-62.782699312988,-62.5757180282536,-63.0031139688443,-62.3494406105119,-62.9752461159071,-62.2055857457971,NA,-62.9752364363432,-62.2663481822525,-63.2587548147466,-63.2806414070095,-63.3276999661162,-62.9645344729313,NA,NA
"457","DFO_SoGulf_GLYPTOCEPHALUS CYNOGLOSSUS","DFO_SoGulf","GLYPTOCEPHALUS CYNOGLOSSUS",NA,NA,NA,NA,NA,NA,NA,NA,-61.753403342162,-62.8065490078359,-63.7330681395659,-62.9282517063632,-63.0687401235698,-63.2292993126476,-62.356222142684,NA,-63.4146573076869,-63.4531997989793,-62.9802924906877,-62.7605724325705,-62.9821965883657,-62.3661027899601,-63.0899990612804,-62.4398594713695,-63.1431939098998,-63.1098954383766,-61.9486468423288,-62.7329477669205,-62.5455288337767,-63.0096942314149,-62.3006415188277,-62.2012412252291,-62.3584100272217,-61.3316585531551,-61.6054641070046,-62.024308845344,-60.9097761992408,-61.1186905558201,-61.4347408705446,-61.2237758269736,NA,-61.2593916944635,-61.2786054704757,-61.930651558876,-62.299148423805,-61.4454936347722,-62.243655965303,NA,NA
"458","DFO_SoGulf_HEMITRIPTERUS AMERICANUS","DFO_SoGulf","HEMITRIPTERUS AMERICANUS",NA,NA,NA,NA,NA,NA,NA,NA,-62.9008443530693,-62.7227641473916,-63.7268201897774,-63.4981270807529,-63.0441979868345,-63.9813173726859,-61.9333707345881,NA,-63.2958769777315,-62.3553874858721,-62.9247455987413,-62.7440620347318,-61.8148975807887,-62.2560521882143,-62.5326046566821,-63.5809231429683,-63.477978225408,-62.8040498587145,-62.5597546513074,-62.4139167658083,-62.4877620727638,-63.0901625233381,-62.4497487451131,-61.256467481955,-61.5604627639151,-61.8392856964131,-62.4335213340134,-62.9785088807876,-62.1005983872301,-62.7724539742694,-62.6347369372359,-62.2221585446013,NA,-62.8587193114403,-62.1701416170622,-62.1294950128405,-63.0815026725932,-63.3619792742843,-62.4569424604102,NA,NA
"459","DFO_SoGulf_HIPPOGLOSSOIDES PLATESSOIDES","DFO_SoGulf","HIPPOGLOSSOIDES PLATESSOIDES",NA,NA,NA,NA,NA,NA,NA,NA,-63.0370429141825,-63.176755918059,-63.1673447225493,-62.9561369214923,-63.0888563385569,-63.2309606897633,-63.3207204882482,NA,-63.2832262175138,-63.0806769035517,-63.120792204207,-63.21755069375,-63.1004015099088,-63.2362990554814,-63.3409852622371,-62.9333410473971,-63.3703256519332,-63.1678638688262,-63.3335977113835,-63.3785203340187,-63.199814006318,-63.0391826805872,-62.9847194374613,-62.9373767842286,-62.5959722983747,-62.533984661628,-62.5874297937406,-62.4969637104956,-62.4802761591584,-62.4544657869978,-62.4928449306115,-62.6723841303936,NA,-62.6516432354404,-62.6798533243188,-62.7215289313347,-62.6719459754429,-62.8413716836905,-62.5547663521026,NA,NA
"460","DFO_SoGulf_LEUCORAJA OCELLATA","DFO_SoGulf","LEUCORAJA OCELLATA",NA,NA,NA,NA,NA,NA,NA,NA,-63.3252564725411,-64.9208297108247,-64.2573107317264,-63.2848798890405,-63.0824986731459,-64.5126516719129,-64.5966155335598,NA,-63.8299858790567,-62.9737381889024,-63.3537751270192,-62.4779245595692,-64.2947365669841,-63.5678783550066,-63.0715677536967,-62.4916619103182,-62.5700806649968,-62.9499433861493,-62.6435757498895,-63.1186817351119,-63.3378470664671,-63.3642997481767,-62.583314148489,-62.3243503903317,-63.0254962079455,-62.2514820907813,-62.3340544493814,-63.2079823810505,-62.9119542307851,-62.6566855645359,-62.0777816495735,-61.8453509225561,NA,-62.5939810664037,-62.2062970809703,-63.8660091169651,-63.5285180281844,-64.037995875193,-64.4926349210053,NA,NA
"461","DFO_SoGulf_LIMANDA FERRUGINEA","DFO_SoGulf","LIMANDA FERRUGINEA",NA,NA,NA,NA,NA,NA,NA,NA,-62.8630654468625,-62.201070219425,-63.7849633536753,-62.5408402028408,-62.2414165638785,-62.8461853771844,-62.3531884492594,NA,-63.3366617269707,-63.0934709377411,-62.8719776148418,-63.6440643953962,-63.3546504140073,-63.1955807707406,-63.4359912731681,-63.564227803483,-63.5939831604112,-62.941612932663,-63.6311575965864,-63.7519362491871,-63.1605984648832,-63.110040502741,-62.842093809868,-63.0596008497256,-62.488834414184,-62.5910481640397,-62.834420181015,-62.4258329019157,-62.3996110566616,-62.2936867671644,-62.3412941629551,-62.5439286023148,NA,-62.426073314799,-62.2070796585861,-62.3499732125272,-62.5652263776657,-63.0305447878673,-62.5247907773789,NA,NA
"462","DFO_SoGulf_MALACORAJA SENTA","DFO_SoGulf","MALACORAJA SENTA",NA,NA,NA,NA,NA,NA,NA,NA,-61.3600683294015,-62.6361983873171,-61.7760221982752,-62.7170437270062,-62.1648874438699,-63.5327309913264,-62.6723398215727,NA,-62.0510423574782,-62.8981616044538,-63.1799273180132,-60.8797192012628,-62.7801527177857,-62.4654946302419,-62.0840066148809,-63.2129493287382,-62.7945889878131,-62.6172821492437,-62.7828206499114,-62.5905307213573,-61.9280266044314,-61.67723126857,-62.5620348396967,-61.7072042387419,-62.693618045316,-61.4063553032959,-62.1838481933636,-62.3286428577588,-61.5403108089977,-61.8486172148297,-62.3642532296227,-61.3849751712232,NA,-61.7854448403079,-62.4170533453413,-61.1280079590038,-61.6411845667332,-62.3976902629369,-62.1329748341092,NA,NA
"463","DFO_SoGulf_MYOXOCEPHALUS OCTODECEMSPINOSUS","DFO_SoGulf","MYOXOCEPHALUS OCTODECEMSPINOSUS",NA,NA,NA,NA,NA,NA,NA,NA,-62.6408216848015,-63.6384279330729,-63.5076574006764,-64.0283800539476,-62.5902768491965,-62.7143589351256,-62.7153011048306,NA,-62.6556189837609,-62.6696844275362,-62.326469786775,-62.1038964447164,-62.7280062984674,-62.4861802759026,-62.3916992518412,-62.2824041326918,-62.9160651551134,-62.7008428276544,-62.8935002328478,-62.8530041479511,-63.2750769304847,-62.2641999722422,-63.001402009446,-62.5196959478928,-62.4719327819833,-62.5132472871799,-62.7403541183459,-62.2709740601648,-61.93687527856,-62.3714394032678,-62.1389788932298,-62.6953895010592,NA,-62.9014644612672,-62.5001263746018,-61.7031449449946,-62.3462162313537,-62.4275264687309,-62.6184662821473,NA,NA
